product_id,product_name,jumlah_penjualan,harga,diskon,status
P01267,Produk 1267,61,151607,25,Tidak
P01268,Produk 1268,26,67014,5,Tidak
P01269,Produk 1269,264,32039,15,Laris
P01270,Produk 1270,35,141921,30,Tidak
P01271,Produk 1271,144,101447,10,Laris
P01272,Produk 1272,44,164989,15,Tidak
P01273,Produk 1273,4,116709,5,Tidak
P01274,Produk 1274,149,167798,30,Laris
P01275,Produk 1275,155,183241,5,Laris
P01276,Produk 1276,237,116540,20,Laris
P01277,Produk 1277,252,71228,25,Laris
P01278,Produk 1278,279,84258,5,Laris
P01279,Produk 1279,3,127488,0,Tidak
P01280,Produk 1280,119,161962,10,Laris
P01281,Produk 1281,4,107822,0,Tidak
P01282,Produk 1282,192,100612,0,Laris
P01283,Produk 1283,105,158887,5,Laris
P01284,Produk 1284,214,148982,0,Laris
P01285,Produk 1285,72,93354,0,Tidak
P01286,Produk 1286,22,80679,30,Tidak
P01287,Produk 1287,266,128280,25,Laris
P01288,Produk 1288,190,140182,25,Laris
P01289,Produk 1289,43,172245,0,Tidak
P01290,Produk 1290,258,54999,25,Laris
P01291,Produk 1291,201,39616,20,Laris
P01292,Produk 1292,290,36327,15,Laris
P01293,Produk 1293,66,82068,10,Tidak
P01294,Produk 1294,133,102577,30,Laris
P01295,Produk 1295,201,105524,10,Laris
P01296,Produk 1296,231,91291,5,Laris
P01297,Produk 1297,38,73139,5,Tidak
P01298,Produk 1298,299,48566,5,Laris
P01299,Produk 1299,54,63089,15,Tidak
P01300,Produk 1300,238,102321,15,Laris
P01301,Produk 1301,61,160489,10,Tidak
P01302,Produk 1302,106,138467,10,Laris
P01303,Produk 1303,237,89470,30,Laris
P01304,Produk 1304,61,43703,5,Tidak
P01305,Produk 1305,155,178152,0,Laris
P01306,Produk 1306,110,105929,5,Laris
P01307,Produk 1307,46,85069,10,Tidak
P01308,Produk 1308,202,154600,0,Laris
P01309,Produk 1309,153,88201,30,Laris
P01310,Produk 1310,89,28147,15,Laris
P01311,Produk 1311,231,165739,25,Laris
P01312,Produk 1312,281,85497,0,Laris
P01313,Produk 1313,236,46714,30,Laris
P01314,Produk 1314,71,51838,0,Tidak
P01315,Produk 1315,31,78271,5,Tidak
P01316,Produk 1316,101,125010,10,Laris
P01317,Produk 1317,43,172652,20,Tidak
P01318,Produk 1318,132,39657,0,Laris
P01319,Produk 1319,33,71839,25,Tidak
P01320,Produk 1320,227,53761,0,Laris
P01321,Produk 1321,169,52119,0,Laris
P01322,Produk 1322,236,33274,5,Laris
P01323,Produk 1323,293,133549,30,Laris
P01324,Produk 1324,202,150056,0,Laris
P01325,Produk 1325,195,199100,15,Laris
P01326,Produk 1326,88,112784,5,Laris
P01327,Produk 1327,95,92084,10,Laris
P01328,Produk 1328,228,58962,0,Laris
P01329,Produk 1329,125,189680,10,Laris
P01330,Produk 1330,255,128001,20,Laris
P01331,Produk 1331,245,35985,0,Laris
P01332,Produk 1332,143,120405,5,Laris
P01333,Produk 1333,214,72286,25,Laris
P01334,Produk 1334,269,85312,25,Laris
P01335,Produk 1335,278,25119,15,Laris
P01336,Produk 1336,183,145746,20,Laris
P01337,Produk 1337,248,110186,20,Laris
P01338,Produk 1338,257,104306,15,Laris
P01339,Produk 1339,138,67137,0,Laris
P01340,Produk 1340,163,176530,5,Laris
P01341,Produk 1341,15,93644,0,Tidak
P01342,Produk 1342,241,158787,10,Laris
P01343,Produk 1343,299,81017,5,Laris
P01344,Produk 1344,51,84974,25,Tidak
P01345,Produk 1345,123,89868,20,Laris
P01346,Produk 1346,28,77517,20,Tidak
P01347,Produk 1347,198,113009,30,Laris
P01348,Produk 1348,88,66163,5,Laris
P01349,Produk 1349,162,114052,20,Laris
P01350,Produk 1350,14,112191,20,Tidak
P01351,Produk 1351,288,57251,20,Laris
P01352,Produk 1352,96,149034,20,Laris
P01353,Produk 1353,158,66021,15,Laris
P01354,Produk 1354,19,43660,0,Tidak
P01355,Produk 1355,119,177722,5,Laris
P01356,Produk 1356,10,158005,15,Tidak
P01357,Produk 1357,0,106962,20,Tidak
P01358,Produk 1358,103,54207,10,Laris
P01359,Produk 1359,90,104826,0,Laris
P01360,Produk 1360,11,58721,20,Tidak
P01361,Produk 1361,72,49077,30,Tidak
P01362,Produk 1362,269,115653,0,Laris
P01363,Produk 1363,191,193575,15,Laris
P01364,Produk 1364,300,46484,10,Laris
P01365,Produk 1365,154,104568,5,Laris
P01366,Produk 1366,80,134522,30,Tidak
P01367,Produk 1367,249,190178,10,Laris
P01368,Produk 1368,89,167318,25,Laris
P01369,Produk 1369,182,78520,25,Laris
P01370,Produk 1370,89,119191,10,Laris
P01371,Produk 1371,150,53383,5,Laris
P01372,Produk 1372,0,170165,15,Tidak
P01373,Produk 1373,290,28488,5,Laris
P01374,Produk 1374,162,180269,5,Laris
P01375,Produk 1375,289,47291,15,Laris
P01376,Produk 1376,72,106813,25,Tidak
P01377,Produk 1377,39,82389,10,Tidak
P01378,Produk 1378,163,64010,25,Laris
P01379,Produk 1379,45,195642,25,Tidak
P01380,Produk 1380,171,137081,0,Laris
P01381,Produk 1381,135,74967,5,Laris
P01382,Produk 1382,34,111876,10,Tidak
P01383,Produk 1383,55,20335,0,Tidak
P01384,Produk 1384,197,134876,25,Laris
P01385,Produk 1385,214,63604,15,Laris
P01386,Produk 1386,252,119277,10,Laris
P01387,Produk 1387,279,118395,0,Laris
P01388,Produk 1388,245,171533,25,Laris
P01389,Produk 1389,115,62639,15,Laris
P01390,Produk 1390,37,28758,10,Tidak
P01391,Produk 1391,10,103549,10,Tidak
P01392,Produk 1392,53,39451,10,Tidak
P01393,Produk 1393,87,118424,5,Laris
P01394,Produk 1394,38,163404,0,Tidak
P01395,Produk 1395,173,175721,20,Laris
P01396,Produk 1396,247,28124,15,Laris
P01397,Produk 1397,84,179204,15,Laris
P01398,Produk 1398,80,34039,0,Tidak
P01399,Produk 1399,169,73883,5,Laris
P01400,Produk 1400,209,165257,25,Laris
P01401,Produk 1401,276,89537,25,Laris
P01402,Produk 1402,144,97961,5,Laris
P01403,Produk 1403,49,33011,15,Tidak
P01404,Produk 1404,292,164090,30,Laris
P01405,Produk 1405,251,60262,0,Laris
P01406,Produk 1406,184,21000,15,Laris
P01407,Produk 1407,44,97214,30,Tidak
P01408,Produk 1408,245,72343,0,Laris
P01409,Produk 1409,13,74251,5,Tidak
P01410,Produk 1410,149,41479,15,Laris
P01411,Produk 1411,59,100832,30,Tidak
P01412,Produk 1412,203,143455,15,Laris
P01413,Produk 1413,135,43890,25,Laris
P01414,Produk 1414,278,121587,5,Laris
P01415,Produk 1415,189,119993,10,Laris
P01416,Produk 1416,95,136857,0,Laris
P01417,Produk 1417,134,135275,15,Laris
P01418,Produk 1418,134,79308,30,Laris
P01419,Produk 1419,137,167913,0,Laris
P01420,Produk 1420,77,194972,0,Tidak
P01421,Produk 1421,43,195149,10,Tidak
P01422,Produk 1422,277,128524,30,Laris
P01423,Produk 1423,116,165123,0,Laris
P01424,Produk 1424,198,156991,15,Laris
P01425,Produk 1425,274,144472,20,Laris
P01426,Produk 1426,120,144849,10,Laris
P01427,Produk 1427,40,123495,30,Tidak
P01428,Produk 1428,17,151622,20,Tidak
P01429,Produk 1429,264,169811,25,Laris
P01430,Produk 1430,75,51531,30,Tidak
P01431,Produk 1431,229,65319,5,Laris
P01432,Produk 1432,108,70521,5,Laris
P01433,Produk 1433,21,130985,0,Tidak
P01434,Produk 1434,222,72931,30,Laris
P01435,Produk 1435,75,175988,10,Tidak
P01436,Produk 1436,163,37566,0,Laris
P01437,Produk 1437,198,165847,15,Laris
P01438,Produk 1438,282,105492,30,Laris
P01439,Produk 1439,141,156233,15,Laris
P01440,Produk 1440,6,183330,20,Tidak
P01441,Produk 1441,267,129994,0,Laris
P01442,Produk 1442,212,59227,5,Laris
P01443,Produk 1443,290,174123,20,Laris
P01444,Produk 1444,51,47691,20,Tidak
P01445,Produk 1445,51,94997,30,Tidak
P01446,Produk 1446,274,110143,15,Laris
P01447,Produk 1447,135,120412,25,Laris
P01448,Produk 1448,248,169952,20,Laris
P01449,Produk 1449,242,29821,5,Laris
P01450,Produk 1450,141,125637,5,Laris
P01451,Produk 1451,205,30166,15,Laris
P01452,Produk 1452,169,82279,0,Laris
P01453,Produk 1453,243,90407,10,Laris
P01454,Produk 1454,10,108569,30,Tidak
P01455,Produk 1455,155,101513,10,Laris
P01456,Produk 1456,251,199529,0,Laris
P01457,Produk 1457,116,55228,10,Laris
P01458,Produk 1458,226,104113,10,Laris
P01459,Produk 1459,213,178591,25,Laris
P01460,Produk 1460,45,69266,15,Tidak
P01461,Produk 1461,108,126737,25,Laris
P01462,Produk 1462,248,155397,30,Laris
P01463,Produk 1463,191,34734,20,Laris
P01464,Produk 1464,81,37201,10,Laris
P01465,Produk 1465,259,125744,5,Laris
P01466,Produk 1466,268,169074,0,Laris
P01467,Produk 1467,88,70531,30,Laris
P01468,Produk 1468,102,35106,5,Laris
P01469,Produk 1469,16,139655,0,Tidak
P01470,Produk 1470,184,72195,10,Laris
P01471,Produk 1471,188,141692,20,Laris
P01472,Produk 1472,203,186568,0,Laris
P01473,Produk 1473,15,83422,10,Tidak
P01474,Produk 1474,250,175724,15,Laris
P01475,Produk 1475,90,144408,20,Laris
P01476,Produk 1476,282,111687,10,Laris
P01477,Produk 1477,83,87806,25,Laris
P01478,Produk 1478,46,94729,0,Tidak
P01479,Produk 1479,197,33015,5,Laris
P01480,Produk 1480,292,76182,30,Laris
P01481,Produk 1481,113,189706,5,Laris
P01482,Produk 1482,105,90538,25,Laris
P01483,Produk 1483,209,154553,0,Laris
P01484,Produk 1484,4,144281,5,Tidak
P01485,Produk 1485,88,177585,30,Laris
P01486,Produk 1486,4,78659,10,Tidak
P01487,Produk 1487,156,188490,10,Laris
P01488,Produk 1488,216,118690,30,Laris
P01489,Produk 1489,178,140323,10,Laris
P01490,Produk 1490,111,142342,10,Laris
P01491,Produk 1491,266,183474,15,Laris
P01492,Produk 1492,299,46820,0,Laris
P01493,Produk 1493,261,193632,30,Laris
P01494,Produk 1494,191,167182,25,Laris
P01495,Produk 1495,144,98243,25,Laris
P01496,Produk 1496,55,146284,0,Tidak
P01497,Produk 1497,172,92478,25,Laris
P01498,Produk 1498,166,92583,10,Laris
P01499,Produk 1499,152,69377,5,Laris
P01500,Produk 1500,264,82993,0,Laris
P01501,Produk 1501,206,193154,10,Laris
P01502,Produk 1502,71,26672,25,Tidak
P01503,Produk 1503,254,97490,10,Laris
P01504,Produk 1504,214,126063,15,Laris
P01505,Produk 1505,18,172836,25,Tidak
P01506,Produk 1506,292,69785,10,Laris
P01507,Produk 1507,113,199914,20,Laris
P01508,Produk 1508,243,196126,10,Laris
P01509,Produk 1509,259,98694,30,Laris
P01510,Produk 1510,87,192389,20,Laris
P01511,Produk 1511,92,97013,0,Laris
P01512,Produk 1512,241,53539,25,Laris
P01513,Produk 1513,132,166546,30,Laris
P01514,Produk 1514,93,198182,10,Laris
P01515,Produk 1515,45,78262,10,Tidak
P01516,Produk 1516,114,100500,15,Laris
P01517,Produk 1517,169,117434,10,Laris
P01518,Produk 1518,299,97083,15,Laris
P01519,Produk 1519,60,143348,0,Tidak
P01520,Produk 1520,298,172125,20,Laris
P01521,Produk 1521,36,143789,5,Tidak
P01522,Produk 1522,256,51409,30,Laris
P01523,Produk 1523,195,158893,10,Laris
P01524,Produk 1524,211,34172,30,Laris
P01525,Produk 1525,77,56009,5,Tidak
P01526,Produk 1526,175,127267,20,Laris
P01527,Produk 1527,234,57545,10,Laris
P01528,Produk 1528,92,41184,15,Laris
P01529,Produk 1529,170,185421,5,Laris
P01530,Produk 1530,160,186330,0,Laris
P01531,Produk 1531,2,138503,10,Tidak
P01532,Produk 1532,107,64198,20,Laris
P01533,Produk 1533,81,148339,30,Laris
P01534,Produk 1534,45,53922,20,Tidak
P01535,Produk 1535,222,186064,15,Laris
P01536,Produk 1536,206,132466,15,Laris
P01537,Produk 1537,196,21223,0,Laris
P01538,Produk 1538,273,72275,25,Laris
P01539,Produk 1539,191,23690,10,Laris
P01540,Produk 1540,271,69958,0,Laris
P01541,Produk 1541,2,184282,25,Tidak
P01542,Produk 1542,127,79314,25,Laris
P01543,Produk 1543,176,101813,5,Laris
P01544,Produk 1544,52,120545,20,Tidak
P01545,Produk 1545,156,63783,0,Laris
P01546,Produk 1546,23,98171,10,Tidak
P01547,Produk 1547,233,156390,20,Laris
P01548,Produk 1548,268,108561,15,Laris
P01549,Produk 1549,68,109845,15,Tidak
P01550,Produk 1550,183,69394,5,Laris
P01551,Produk 1551,206,25013,5,Laris
P01552,Produk 1552,114,54394,5,Laris
P01553,Produk 1553,11,174584,20,Tidak
P01554,Produk 1554,86,52286,10,Laris
P01555,Produk 1555,19,118354,25,Tidak
P01556,Produk 1556,130,160177,20,Laris
P01557,Produk 1557,24,175693,0,Tidak
P01558,Produk 1558,55,191328,30,Tidak
P01559,Produk 1559,10,32644,25,Tidak
P01560,Produk 1560,59,129255,15,Tidak
P01561,Produk 1561,194,52399,20,Laris
P01562,Produk 1562,129,144360,25,Laris
P01563,Produk 1563,78,73869,25,Tidak
P01564,Produk 1564,4,98935,15,Tidak
P01565,Produk 1565,51,193665,20,Tidak
P01566,Produk 1566,138,183262,20,Laris
P01567,Produk 1567,70,129792,30,Tidak
P01568,Produk 1568,53,154108,25,Tidak
P01569,Produk 1569,60,94109,0,Tidak
P01570,Produk 1570,54,150479,5,Tidak
P01571,Produk 1571,102,88942,30,Laris
P01572,Produk 1572,267,72867,10,Laris
P01573,Produk 1573,209,97424,5,Laris
P01574,Produk 1574,20,163691,15,Tidak
P01575,Produk 1575,106,146003,10,Laris
P01576,Produk 1576,120,20717,0,Laris
P01577,Produk 1577,45,48948,30,Tidak
P01578,Produk 1578,293,195380,15,Laris
P01579,Produk 1579,76,43614,30,Tidak
P01580,Produk 1580,261,39673,25,Laris
P01581,Produk 1581,51,87080,25,Tidak
P01582,Produk 1582,118,139734,10,Laris
P01583,Produk 1583,135,141707,0,Laris
P01584,Produk 1584,51,65797,30,Tidak
P01585,Produk 1585,20,96170,10,Tidak
P01586,Produk 1586,160,131672,25,Laris
P01587,Produk 1587,59,44903,30,Tidak
P01588,Produk 1588,23,22535,30,Tidak
P01589,Produk 1589,70,193894,25,Tidak
P01590,Produk 1590,87,106156,10,Laris
P01591,Produk 1591,224,183002,10,Laris
P01592,Produk 1592,47,117680,30,Tidak
P01593,Produk 1593,175,67938,0,Laris
P01594,Produk 1594,205,124923,15,Laris
P01595,Produk 1595,139,121113,25,Laris
P01596,Produk 1596,244,130556,25,Laris
P01597,Produk 1597,85,49637,5,Laris
P01598,Produk 1598,30,61784,0,Tidak
P01599,Produk 1599,213,174861,15,Laris
P01600,Produk 1600,291,197836,15,Laris
P01601,Produk 1601,92,180254,15,Laris
P01602,Produk 1602,183,180263,0,Laris
P01603,Produk 1603,66,146636,15,Tidak
P01604,Produk 1604,57,127815,15,Tidak
P01605,Produk 1605,23,36603,10,Tidak
P01606,Produk 1606,160,23240,25,Laris
P01607,Produk 1607,268,171165,25,Laris
P01608,Produk 1608,289,78716,25,Laris
P01609,Produk 1609,173,156078,20,Laris
P01610,Produk 1610,48,133468,25,Tidak
P01611,Produk 1611,127,146334,10,Laris
P01612,Produk 1612,197,58968,30,Laris
P01613,Produk 1613,285,180671,0,Laris
P01614,Produk 1614,5,188663,5,Tidak
P01615,Produk 1615,258,143021,30,Laris
P01616,Produk 1616,253,63359,0,Laris
P01617,Produk 1617,251,104052,5,Laris
P01618,Produk 1618,169,92917,0,Laris
P01619,Produk 1619,259,78381,20,Laris
P01620,Produk 1620,193,125716,30,Laris
P01621,Produk 1621,120,40664,15,Laris
P01622,Produk 1622,227,170217,15,Laris
P01623,Produk 1623,45,150667,15,Tidak
P01624,Produk 1624,161,51118,15,Laris
P01625,Produk 1625,9,46907,15,Tidak
P01626,Produk 1626,211,29393,20,Laris
P01627,Produk 1627,281,20044,30,Laris
P01628,Produk 1628,46,178388,20,Tidak
P01629,Produk 1629,155,153257,20,Laris
P01630,Produk 1630,105,191598,25,Laris
P01631,Produk 1631,233,109352,10,Laris
P01632,Produk 1632,27,78436,30,Tidak
P01633,Produk 1633,232,107024,20,Laris
P01634,Produk 1634,242,192272,10,Laris
P01635,Produk 1635,231,49890,0,Laris
P01636,Produk 1636,113,20575,10,Laris
P01637,Produk 1637,181,186110,30,Laris
P01638,Produk 1638,149,163573,20,Laris
P01639,Produk 1639,191,47871,0,Laris
P01640,Produk 1640,84,149085,5,Laris
P01641,Produk 1641,209,48039,10,Laris
P01642,Produk 1642,100,69163,0,Laris
P01643,Produk 1643,201,76515,15,Laris
P01644,Produk 1644,97,108587,0,Laris
P01645,Produk 1645,212,32189,25,Laris
P01646,Produk 1646,63,138097,15,Tidak
P01647,Produk 1647,258,55294,15,Laris
P01648,Produk 1648,2,159031,25,Tidak
P01649,Produk 1649,24,165024,15,Tidak
P01650,Produk 1650,299,146597,20,Laris
P01651,Produk 1651,90,171664,5,Laris
P01652,Produk 1652,65,47146,15,Tidak
P01653,Produk 1653,164,152149,15,Laris
P01654,Produk 1654,214,179644,25,Laris
P01655,Produk 1655,127,91721,15,Laris
P01656,Produk 1656,175,97115,15,Laris
P01657,Produk 1657,68,56223,15,Tidak
P01658,Produk 1658,262,98358,30,Laris
P01659,Produk 1659,280,102289,25,Laris
P01660,Produk 1660,283,185827,5,Laris
P01661,Produk 1661,102,74974,20,Laris
P01662,Produk 1662,148,199991,10,Laris
P01663,Produk 1663,67,190416,5,Tidak
P01664,Produk 1664,257,162210,25,Laris
P01665,Produk 1665,165,50252,30,Laris
P01666,Produk 1666,180,167398,15,Laris
P01667,Produk 1667,298,169589,25,Laris
P01668,Produk 1668,213,196748,25,Laris
P01669,Produk 1669,273,94954,30,Laris
P01670,Produk 1670,216,23347,20,Laris
P01671,Produk 1671,54,26624,15,Tidak
P01672,Produk 1672,74,33910,25,Tidak
P01673,Produk 1673,28,72403,10,Tidak
P01674,Produk 1674,82,95134,25,Laris
P01675,Produk 1675,128,58385,30,Laris
P01676,Produk 1676,31,97369,5,Tidak
P01677,Produk 1677,277,28468,10,Laris
P01678,Produk 1678,231,46864,20,Laris
P01679,Produk 1679,287,78800,25,Laris
P01680,Produk 1680,287,121944,5,Laris
P01681,Produk 1681,261,95402,25,Laris
P01682,Produk 1682,24,120029,15,Tidak
P01683,Produk 1683,213,199607,10,Laris
P01684,Produk 1684,282,34103,0,Laris
P01685,Produk 1685,128,73238,20,Laris
P01686,Produk 1686,226,79126,25,Laris
P01687,Produk 1687,188,174241,20,Laris
P01688,Produk 1688,100,70724,10,Laris
P01689,Produk 1689,229,66511,25,Laris
P01690,Produk 1690,38,69014,5,Tidak
P01691,Produk 1691,263,51287,15,Laris
P01692,Produk 1692,20,132330,10,Tidak
P01693,Produk 1693,284,89268,5,Laris
P01694,Produk 1694,82,173088,30,Laris
P01695,Produk 1695,130,21479,10,Laris
P01696,Produk 1696,238,60581,0,Laris
P01697,Produk 1697,78,104575,20,Tidak
P01698,Produk 1698,26,183936,20,Tidak
P01699,Produk 1699,154,148594,30,Laris
P01700,Produk 1700,293,164221,10,Laris
P01701,Produk 1701,37,103324,20,Tidak
P01702,Produk 1702,112,68200,20,Laris
P01703,Produk 1703,34,152419,5,Tidak
P01704,Produk 1704,212,162365,20,Laris
P01705,Produk 1705,206,44102,10,Laris
P01706,Produk 1706,113,75929,25,Laris
P01707,Produk 1707,169,106787,10,Laris
P01708,Produk 1708,150,77264,30,Laris
P01709,Produk 1709,271,144480,20,Laris
P01710,Produk 1710,4,50073,25,Tidak
P01711,Produk 1711,177,136828,5,Laris
P01712,Produk 1712,124,30453,25,Laris
P01713,Produk 1713,164,119974,30,Laris
P01714,Produk 1714,58,121155,10,Tidak
P01715,Produk 1715,276,94141,0,Laris
P01716,Produk 1716,264,118293,20,Laris
P01717,Produk 1717,260,136800,15,Laris
P01718,Produk 1718,22,97708,25,Tidak
P01719,Produk 1719,98,103968,20,Laris
P01720,Produk 1720,42,45154,5,Tidak
P01721,Produk 1721,275,159776,0,Laris
P01722,Produk 1722,33,75255,25,Tidak
P01723,Produk 1723,109,199674,15,Laris
P01724,Produk 1724,53,73891,20,Tidak
P01725,Produk 1725,222,189492,30,Laris
P01726,Produk 1726,36,199842,5,Tidak
P01727,Produk 1727,12,140383,25,Tidak
P01728,Produk 1728,169,29931,0,Laris
P01729,Produk 1729,37,34226,5,Tidak
P01730,Produk 1730,128,166298,0,Laris
P01731,Produk 1731,294,79675,10,Laris
P01732,Produk 1732,208,121720,15,Laris
P01733,Produk 1733,207,133514,10,Laris
P01734,Produk 1734,8,122105,25,Tidak
P01735,Produk 1735,60,160203,0,Tidak
P01736,Produk 1736,32,173513,0,Tidak
P01737,Produk 1737,37,113768,20,Tidak
P01738,Produk 1738,54,95978,30,Tidak
P01739,Produk 1739,154,179007,0,Laris
P01740,Produk 1740,144,134734,15,Laris
P01741,Produk 1741,202,193204,0,Laris
P01742,Produk 1742,242,60979,20,Laris
P01743,Produk 1743,112,55751,25,Laris
P01744,Produk 1744,200,163058,10,Laris
P01745,Produk 1745,73,98133,25,Tidak
P01746,Produk 1746,191,22922,20,Laris
P01747,Produk 1747,284,57060,0,Laris
P01748,Produk 1748,21,21318,20,Tidak
P01749,Produk 1749,201,160811,20,Laris
P01750,Produk 1750,43,99872,5,Tidak
P01751,Produk 1751,176,75505,15,Laris
P01752,Produk 1752,262,57343,5,Laris
P01753,Produk 1753,94,77878,20,Laris
P01754,Produk 1754,129,70941,0,Laris
P01755,Produk 1755,92,195892,30,Laris
P01756,Produk 1756,290,34257,30,Laris
P01757,Produk 1757,281,140917,25,Laris
P01758,Produk 1758,281,39174,10,Laris
P01759,Produk 1759,34,85716,0,Tidak
P01760,Produk 1760,101,172199,15,Laris
P01761,Produk 1761,169,113621,5,Laris
P01762,Produk 1762,120,46226,10,Laris
P01763,Produk 1763,35,70724,10,Tidak
P01764,Produk 1764,248,138134,10,Laris
P01765,Produk 1765,156,173136,5,Laris
P01766,Produk 1766,289,168599,10,Laris
P01767,Produk 1767,161,132278,5,Laris
P01768,Produk 1768,2,102107,5,Tidak
P01769,Produk 1769,113,187991,15,Laris
P01770,Produk 1770,141,114237,5,Laris
P01771,Produk 1771,169,145817,15,Laris
P01772,Produk 1772,228,114041,30,Laris
P01773,Produk 1773,156,147656,20,Laris
P01774,Produk 1774,55,66077,25,Tidak
P01775,Produk 1775,41,93561,30,Tidak
P01776,Produk 1776,71,161195,5,Tidak
P01777,Produk 1777,134,184264,0,Laris
P01778,Produk 1778,38,24883,30,Tidak
P01779,Produk 1779,259,185577,0,Laris
P01780,Produk 1780,297,171755,15,Laris
P01781,Produk 1781,108,29609,20,Laris
P01782,Produk 1782,133,162467,20,Laris
P01783,Produk 1783,241,191418,30,Laris
P01784,Produk 1784,76,115897,15,Tidak
P01785,Produk 1785,114,174560,25,Laris
P01786,Produk 1786,148,55096,15,Laris
P01787,Produk 1787,256,153801,0,Laris
P01788,Produk 1788,203,115385,20,Laris
P01789,Produk 1789,5,193717,5,Tidak
P01790,Produk 1790,84,154777,5,Laris
P01791,Produk 1791,228,61739,5,Laris
P01792,Produk 1792,289,168324,25,Laris
P01793,Produk 1793,74,146747,10,Tidak
P01794,Produk 1794,20,77362,30,Tidak
P01795,Produk 1795,249,80751,0,Laris
P01796,Produk 1796,135,116845,5,Laris
P01797,Produk 1797,21,195265,5,Tidak
P01798,Produk 1798,265,114699,15,Laris
P01799,Produk 1799,240,139182,0,Laris
P01800,Produk 1800,20,190006,10,Tidak
P01801,Produk 1801,52,156674,25,Tidak
P01802,Produk 1802,140,89026,20,Laris
P01803,Produk 1803,278,169464,5,Laris
P01804,Produk 1804,192,191357,15,Laris
P01805,Produk 1805,187,174056,25,Laris
P01806,Produk 1806,39,155440,10,Tidak
P01807,Produk 1807,192,78431,20,Laris
P01808,Produk 1808,207,112510,30,Laris
P01809,Produk 1809,176,147627,30,Laris
P01810,Produk 1810,246,178390,0,Laris
P01811,Produk 1811,256,56429,15,Laris
P01812,Produk 1812,84,80290,0,Laris
P01813,Produk 1813,263,188683,10,Laris
P01814,Produk 1814,108,59384,5,Laris
P01815,Produk 1815,80,114954,20,Tidak
P01816,Produk 1816,60,193305,5,Tidak
P01817,Produk 1817,212,106566,25,Laris
P01818,Produk 1818,58,146226,25,Tidak
P01819,Produk 1819,245,145572,5,Laris
P01820,Produk 1820,82,189675,30,Laris
P01821,Produk 1821,210,25884,5,Laris
P01822,Produk 1822,22,53524,20,Tidak
P01823,Produk 1823,82,55317,25,Laris
P01824,Produk 1824,262,30273,20,Laris
P01825,Produk 1825,75,34656,5,Tidak
P01826,Produk 1826,132,67195,20,Laris
P01827,Produk 1827,207,177117,20,Laris
P01828,Produk 1828,9,193472,30,Tidak
P01829,Produk 1829,145,42478,5,Laris
P01830,Produk 1830,229,178997,15,Laris
P01831,Produk 1831,246,64713,5,Laris
P01832,Produk 1832,210,177506,5,Laris
P01833,Produk 1833,298,67679,20,Laris
P01834,Produk 1834,261,89342,5,Laris
P01835,Produk 1835,175,138874,20,Laris
P01836,Produk 1836,35,80244,15,Tidak
P01837,Produk 1837,197,54658,0,Laris
P01838,Produk 1838,8,73044,20,Tidak
P01839,Produk 1839,258,199402,15,Laris
P01840,Produk 1840,76,178731,0,Tidak
P01841,Produk 1841,90,144746,20,Laris
P01842,Produk 1842,19,159311,20,Tidak
P01843,Produk 1843,60,44429,15,Tidak
P01844,Produk 1844,66,178197,20,Tidak
P01845,Produk 1845,0,197880,25,Tidak
P01846,Produk 1846,220,156850,15,Laris
P01847,Produk 1847,189,31387,25,Laris
P01848,Produk 1848,271,132448,5,Laris
P01849,Produk 1849,246,119938,10,Laris
P01850,Produk 1850,294,45615,15,Laris
P01851,Produk 1851,68,86720,15,Tidak
P01852,Produk 1852,119,41972,10,Laris
P01853,Produk 1853,278,127124,10,Laris
P01854,Produk 1854,96,21433,25,Laris
P01855,Produk 1855,3,171515,20,Tidak
P01856,Produk 1856,60,156252,0,Tidak
P01857,Produk 1857,192,191585,5,Laris
P01858,Produk 1858,161,127176,10,Laris
P01859,Produk 1859,54,60574,15,Tidak
P01860,Produk 1860,299,86488,10,Laris
P01861,Produk 1861,274,131034,20,Laris
P01862,Produk 1862,187,180400,10,Laris
P01863,Produk 1863,203,73397,15,Laris
P01864,Produk 1864,282,166161,15,Laris
P01865,Produk 1865,91,117049,20,Laris
P01866,Produk 1866,284,146814,10,Laris
P01867,Produk 1867,157,171427,10,Laris
P01868,Produk 1868,203,56193,30,Laris
P01869,Produk 1869,60,80233,15,Tidak
P01870,Produk 1870,82,46287,5,Laris
P01871,Produk 1871,260,125004,30,Laris
P01872,Produk 1872,173,164330,20,Laris
P01873,Produk 1873,26,62136,15,Tidak
P01874,Produk 1874,2,43878,30,Tidak
P01875,Produk 1875,74,143645,20,Tidak
P01876,Produk 1876,222,43105,0,Laris
P01877,Produk 1877,134,78135,10,Laris
P01878,Produk 1878,40,179653,0,Tidak
P01879,Produk 1879,196,125026,20,Laris
P01880,Produk 1880,266,95096,25,Laris
P01881,Produk 1881,29,65946,25,Tidak
P01882,Produk 1882,253,135073,0,Laris
P01883,Produk 1883,103,192198,30,Laris
P01884,Produk 1884,265,94974,5,Laris
P01885,Produk 1885,17,177159,20,Tidak
P01886,Produk 1886,264,80731,20,Laris
P01887,Produk 1887,86,196691,0,Laris
P01888,Produk 1888,184,82719,25,Laris
P01889,Produk 1889,0,61273,0,Tidak
P01890,Produk 1890,141,124709,10,Laris
P01891,Produk 1891,202,126286,20,Laris
P01892,Produk 1892,102,155723,0,Laris
